wavelength	dark	baseline
438.3813513250307	2814.0	17336.0
438.83719904298556	2809.0	17490.0
439.2930184532189	2812.0	17221.0
439.74880955588964	2794.0	16942.0
440.20457235115674	2797.0	16765.0
440.6603068391792	2799.0	16883.0
441.116013020116	2803.0	17183.0
441.57169089412605	2794.0	17591.0
442.02734046136834	2798.0	17723.0
442.4829617220018	2805.0	17416.0
442.93855467618545	2810.0	17630.0
443.3941193240782	2801.0	17958.0
443.84965566583895	2792.0	17912.0
444.3051637016267	2797.0	17911.0
444.76064343160056	2809.0	17694.0
445.21609485591927	2820.0	17637.0
445.67151797474185	2798.0	17901.0
446.12691278822734	2788.0	17962.0
446.58227929653464	2801.0	17972.0
447.0376174998227	2799.0	18241.0
447.49292739825046	2790.0	17979.0
447.9482089919769	2796.0	18006.0
448.40346228116107	2807.0	17945.0
448.85868726596186	2789.0	17658.0
449.31388394653806	2797.0	17799.0
449.76905232304887	2800.0	17642.0
450.2241923956532	2806.0	17664.0
450.6793041645099	2813.0	17444.0
451.134387629778	2798.0	17569.0
451.5894427916165	2807.0	17439.0
452.04446965018434	2783.0	17391.0
452.4994682056403	2804.0	17278.0
452.9544384581436	2790.0	17060.0
453.4093804078531	2798.0	16764.0
453.86429405492777	2803.0	16551.0
454.31917939952643	2795.0	16323.0
454.7740364418083	2798.0	16372.0
455.22886518193206	2804.0	16581.0
455.68366562005696	2809.0	16577.0
456.13843775634166	2810.0	16422.0
456.5931815909453	2816.0	16467.0
457.04789712402675	2787.0	16606.0
457.5025843557451	2804.0	16710.0
457.9572432862592	2793.0	16581.0
458.41187391572805	2804.0	16753.0
458.8664762443105	2809.0	16576.0
459.32105027216573	2808.0	16480.0
459.77559599945243	2781.0	16561.0
460.23011342632975	2806.0	16925.0
460.6846025529566	2798.0	16746.0
461.139063379492	2801.0	16833.0
461.5934959060948	2792.0	16659.0
462.0479001329239	2818.0	15969.0
462.5022760601385	2799.0	15354.0
462.9566236878973	2796.0	15339.0
463.41094301635945	2803.0	15616.0
463.8652340456838	2798.0	15782.0
464.3194967760294	2795.0	16148.0
464.77373120755504	2796.0	16601.0
465.2279373404199	2805.0	17243.0
465.6821151747827	2793.0	17672.0
466.13626471080266	2810.0	17550.0
466.5903859486385	2796.0	16831.0
467.0444788884494	2813.0	15796.0
467.4985435303941	2798.0	15444.0
467.95257987463174	2798.0	15446.0
468.40658792132115	2803.0	15533.0
468.8605676706213	2802.0	15394.0
469.31451912269125	2798.0	15020.0
469.76844227768987	2802.0	14624.0
470.2223371357761	2817.0	14416.0
470.67620369710903	2801.0	14295.0
471.13004196184744	2791.0	14180.0
471.5838519301504	2810.0	14084.0
472.03763360217687	2807.0	14110.0
472.49138697808576	2828.0	14298.0
472.9451120580361	2803.0	14511.0
473.3988088421867	2812.0	14789.0
473.85247733069673	2802.0	14773.0
474.306117523725	2802.0	14978.0
474.75972942143045	2808.0	15100.0
475.21331302397215	2800.0	15514.0
475.6668683315091	2791.0	15640.0
476.12039534419995	2808.0	15376.0
476.57389406220403	2804.0	15047.0
477.02736448568004	2792.0	14849.0
477.4808066147871	2792.0	14611.0
477.93422044968406	2798.0	14648.0
478.38760599053	2806.0	14732.0
478.8409632374837	2785.0	14620.0
479.29429219070437	2797.0	14538.0
479.74759285035066	2783.0	14766.0
480.2008652165818	2813.0	15024.0
480.6541092895566	2800.0	15142.0
481.107325069434	2813.0	15287.0
481.56051255637306	2811.0	15254.0
482.01367175053275	2804.0	15557.0
482.46680265207186	2797.0	15357.0
482.91990526114944	2790.0	14963.0
483.37297957792464	2828.0	14968.0
483.82602560255606	2804.0	15231.0
484.2790433352029	2807.0	15581.0
484.73203277602414	2816.0	16053.0
485.1849939251786	2791.0	17188.0
485.6379267828253	2802.0	18332.0
486.09083134912316	2796.0	19324.0
486.5437076242313	2795.0	18974.0
486.9965556083084	2794.0	17089.0
487.4493753015136	2804.0	16533.0
487.90216670400594	2805.0	15976.0
488.35492981594416	2796.0	15193.0
488.8076646374874	2802.0	14758.0
489.26037116879456	2793.0	14796.0
489.71304941002455	2794.0	14675.0
490.1656993613363	2805.0	14574.0
490.61832102288895	2815.0	14504.0
491.0709143948412	2815.0	14313.0
491.5234794773523	2800.0	14310.0
491.97601627058094	2805.0	14153.0
492.4285247746863	2800.0	14192.0
492.88100498982715	2808.0	14212.0
493.33345691616256	2811.0	14210.0
493.7858805538514	2801.0	14423.0
494.23827590305285	2807.0	14254.0
494.69064296392554	2795.0	14364.0
495.14298173662866	2798.0	14272.0
495.59529222132113	2808.0	14505.0
496.0475744181618	2801.0	15131.0
496.4998283273098	2798.0	15593.0
